experiment_mode,delta,seed,EKF_ARMSE,SR_EKF_ARMSE,IDEKF_ARMSE,EKF_minus_IDEKF,SR_EKF_minus_IDEKF,IDEKF_beats_EKF,IDEKF_beats_SR_EKF
fixed_horizon,0.1,1116,1.9437824169911102,4.598561587147568,1.9777097562849384,-0.033927339293828185,2.6208518308626294,0,1
fixed_horizon,0.1,1117,3.257898523426705,1.5687855444173153,1.7485298345304083,1.5093686888962967,-0.179744290113093,1,0
fixed_horizon,0.1,1118,1.9252251011204808,1.7010460065145727,7.52665891938376,-5.601433818263279,-5.825612912869187,0,0
fixed_horizon,0.1,1119,1.863242078932095,1.7803927236701005,3.464530318436142,-1.6012882395040469,-1.6841375947660413,0,0
fixed_horizon,0.1,1120,1.9536664626396776,1.8992529918399208,1.1187927752557194,0.8348736873839582,0.7804602165842014,1,1
fixed_horizon,0.1,1121,3.7829129432618807,1.774283293450399,5.417849177298886,-1.6349362340370055,-3.6435658838484875,0,0
fixed_horizon,0.1,1122,2.8513675330400483,2.7251063153810238,5.371549043979405,-2.5201815109393566,-2.646442728598381,0,0
fixed_horizon,0.1,1123,1.3449597042488355,1.324423291901288,2.0713774104809426,-0.7264177062321071,-0.7469541185796547,0,0
fixed_horizon,0.1,1124,1.5270069872726038,1.9866713949623853,3.3112885800274383,-1.7842815927548346,-1.324617185065053,0,0
fixed_horizon,0.1,1125,1.0872438335320438,1.833114101436628,1.8676896274320072,-0.7804457938999634,-0.034575525995379275,0,0
fixed_horizon,0.1,1126,1.597047787785536,3.2811543599569535,2.005948095645132,-0.40890030785959586,1.2752062643118216,0,1
fixed_horizon,0.1,1127,1.792780597465177,1.486820354812184,1.5027279356976129,0.29005266176756406,-0.015907580885428763,1,0
fixed_horizon,0.1,1128,1.2919775274704046,3.3373018754021344,2.8352137571820593,-1.5432362297116546,0.5020881182200752,0,1
fixed_horizon,0.1,1129,2.2770016641662623,1.7509777655043934,2.5254596930670186,-0.2484580289007563,-0.7744819275626251,0,0
fixed_horizon,0.1,1130,2.2174917831035623,1.1935586615188394,2.7957709637095602,-0.5782791806059979,-1.6022123021907209,0,0
fixed_horizon,0.1,1131,1.2437979762347489,1.2667475689053398,2.70423654307313,-1.460438566838381,-1.43748897416779,0,0
